group_id,group_name,startyear,endyear,active,complete,description,new_description,on_any_map,map_name,href,first_attack,hq_city,hq_province,hq_country,init_size_members,max_size_members,us_designated,un_designated,other_designated,state_sponsor,state_sponsor_names,Notes
789,Order of Nine Angles,1975,0,1,0,"The Order of Nine Angles (O9A or ONA) is a satanist neo-Nazi organization active in the United Kingdom. The group valorizes Hitler and champions the transgression of moral norms, including calling for rape and murder. Ultimately, O9A seeks to weaken society and replace it with a new civilization based on principles of fascism and satanism.  O9A practices religious rituals in worship of Hitler and Nazism, which involve sexual acts and sacrifice (human or animal). Founded in the 1970s and originally based in the UK, O9A today operates decentralized networks active around the world.  British far-right extremist David Myatt reportedly started the group. Myatt allegedly leads O9A under the pseudonym Anton Long and writes most of its texts.  Given O9As secretive nature, accurate size estimates are difficult to assess and range from fewer than 50 members to over 2,000 worldwide. ","The Order of Nine Angles (O9A or ONA) is a satanist neo-Nazi organization active in the United Kingdom. The group valorizes Hitler and champions the transgression of moral norms, including calling for rape and murder. Ultimately, O9A seeks to weaken society and replace it with a new civilization based on principles of fascism and satanism.  O9A practices religious rituals in worship of Hitler and Nazism, which involve sexual acts and sacrifice (human or animal). Founded in the 1970s and originally based in the UK, O9A today operates decentralized networks active around the world.  British far-right extremist David Myatt reportedly started the group. Myatt allegedly leads O9A under the pseudonym Anton Long and writes most of its texts.  Given O9As secretive nature, accurate size estimates are difficult to assess and range from fewer than 50 members to over 2,000 worldwide. ",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
791,Tempel ov Blood,2014,0,1,0,"Tempel ov Blood (ToB) is a low-profile U.S.-based affiliate of the Order of Nine Angles (O9A). Though ToB is officially independent from O9A, it derives its satanist neo-Nazi ideology from the British-based group. The group describes itself as a hybrid between a traditional satanic coven and a (religious) militant order.  ToB is co-led by Joshua Caleb Sutter and his wife Jillian Hoy, who are based in South Carolina. The couple also operates the extreme-right Martinet Press, which publishes neo-Nazi ideological texts. Its founding date is unknown.","Tempel ov Blood (ToB) is a low-profile U.S.-based affiliate of the Order of Nine Angles (O9A). Though ToB is officially independent from O9A, it derives its satanist neo-Nazi ideology from the British-based group. The group describes itself as a hybrid between a traditional satanic coven and a (religious) militant order.  ToB is co-led by Joshua Caleb Sutter and his wife Jillian Hoy, who are based in South Carolina. The couple also operates the extreme-right Martinet Press, which publishes neo-Nazi ideological texts. Its founding date is unknown.",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
793,National Action,2013,0,1,0,"Founded in 2013, National Action (NA) is a secretive neo-Nazi militant organization based in the United Kingdom. The group has also gone by the names Scottish Dawn, System Resistance Network, and NS131.","Founded in 2013, National Action (NA) is a secretive neo-Nazi militant organization based in the United Kingdom. The group has also gone by the names Scottish Dawn, System Resistance Network, and NS131.",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
795,The Base,2018,0,1,1,"The Base is an accelerationist neo-Nazi group operating mostly in the United States and Canada. The groups founder is based in Russia. Organized mostly online as a loose network of cells, the Base anticipates the overthrow of modern society and an ensuing race war. The groups objective is to establish a white ethno-state in North America, inspired by the separatist projects of other U.S. white supremacist groups, such as the Northwest Front and Aryan Nations. As of November 2020, the Base had successfully carried out acts of vandalism, but its major attacks against human targets were foiled by law enforcement. The group regularly holds offline meet-ups and paramilitary training sessions for its members across the United States. Although this organizations name appears to be an English translation of Al Qaeda, the Base claims no affiliation with the jihadist group. The FBI infiltrated the Base in 2019 and arrested many of its members between late 2019 and early 2020. In January 2020, it was reported that the Bases founder, a U.S. citizen named Rinaldo Nazzaro, led the group from his residence in St. Petersburg, Russia. ","The Base was an accelerationist neo-Nazi group operating mostly in the United States and Canada. The group's objective was to establish a white ethno-state in North America, but the FBI infiltrated the Base in 2019 and arrested most of its members. ",1,Global Right-Wing Extremism,,2019,Spokane,Washington,United States,,45,0,0,1,0,0,
,,,,,,,,,,,,,,,,,,,,,,
797,Northwest Front,2009,0,1,0,"The Northwest Front is a U.S. white supremacist group founded by neo-Nazi Harold Covington in 2009. The Northwest Front seeks to bring about the destruction of the U.S. government and establish an independent state for white supremacists in the Pacific Northwest, a goal known as the ""Northwest Imperative"" or ""Northwest Territorial Imperative."" In the early 1970s, Covington joined the U.S. Army and later lived in South Africa and Rhodesia (now Zimbabwe) when both countries were governed by racist white-rule regimes.  After Covingtons death in 2018, the Southern Poverty Law Center assessed that the group was likely to become defunct. ","The Northwest Front is a U.S. white supremacist group founded by neo-Nazi Harold Covington in 2009. The Northwest Front seeks to bring about the destruction of the U.S. government and establish an independent state for white supremacists in the Pacific Northwest, a goal known as the ""Northwest Imperative"" or ""Northwest Territorial Imperative."" In the early 1970s, Covington joined the U.S. Army and later lived in South Africa and Rhodesia (now Zimbabwe) when both countries were governed by racist white-rule regimes.  After Covingtons death in 2018, the Southern Poverty Law Center assessed that the group was likely to become defunct. ",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
799,Fraternal Order of Alt Knights,2017,0,1,0,"The Fraternal Order of Alt Knights is a violent right-wing group led by white supremacist Kyle Chapman, who uses the alias ""Based Stickman."" The group was formed as a tactical arm of the Proud Boys and is known for accelerating violence against counterprotestors at right-wing events and rallies. In November 2020, FOAK officially split from the Proud Boys after Chapman was unsuccessful in taking over the group from its current leader, Enrique Tarrio.","The Fraternal Order of Alt Knights is a violent right-wing group led by white supremacist Kyle Chapman, who uses the alias ""Based Stickman."" The group was formed as a tactical arm of the Proud Boys and is known for accelerating violence against counterprotestors at right-wing events and rallies. In November 2020, FOAK officially split from the Proud Boys after Chapman was unsuccessful in taking over the group from its current leader, Enrique Tarrio.",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
801,Green Brigade,2019,2020,0,0,"The Green Brigade was an eco-fascist affiliate of the Base with international membership. Founded as an independent organization in 2019, the group aligned with the Base by 2019 and became defunct in early 2020. The Green Brigade began on Discord, an encrypted online messaging platform, and its founder(s) and leadership are unclear.","The Green Brigade was an eco-fascist affiliate of the Base with international membership. Founded as an independent organization in 2019, the group aligned with the Base by 2019 and became defunct in early 2020. The Green Brigade began on Discord, an encrypted online messaging platform, and its founder(s) and leadership are unclear.",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
803,Oath Keepers,2009,0,1,1,"Oath Keepers is a far-right militant organization operating in the United States. With a focus on recruiting former military and law enforcement personnel, the group seeks to protect Americans from what it perceives as violations of U.S. citizens natural rights by the U.S. federal government. The groups name refers to the oath to defend the Constitution against all enemies, foreign and domestic that is sworn by members of the military and police. Founded in 2009, Oath Keepers (OK) is one of the largest and most prominent organizations of the militia/patriot movement and includes chapters across the country. It is not a white supremacist organization. Members of the group draw heavily on historical memory of the American Revolution, portraying themselves as the heirs of the Founding Fathers and the federal government as a modern-day colonial Great Britain. The group is known for participating in armed standoffs with federal agents in the western United States. In 2016, OK aligned itself with the administration of President Donald Trump and in opposition to the anti-fascist (antifa) movement. OK is politically active, and several members of the organization were elected to public office on the state and local levels. The group played a major role in the storming of the U.S. Capitol on January 6, 2021, to prevent the certification of Joe Bidens victory in the 2020 presidential election.","Oath Keepers is a far-right militant organization operating in the United States that recruits former military and law enforcement personnel. It aims to protect Americans from perceived federal overreach. The group played a major role in the storming of the U.S. Capitol on January 6, 2021.",1,Global Right-Wing Extremism,,2014,,Montana,United States,5000,25000,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,
805,North Carolina Oath Keepers,2018,0,1,0,"In early February 2021, the North Carolina chapter of Oath Keepers (OK) split from the national OK organization. Doug Smith, the leader of the chapter, announced that the North Carolina Oath Keepers had voted unanimously to break away; he cited OKs involvement in the storming of the U.S. Capitol on January 6 as the catalyst for the decision. Though North Carolina Oath Keepers had attended President Trumps rally on January 6, Smith said that the chapter did not participate in the Capitol riot. Calling the insurrection an ugly stain on our nations history, Smith said that his group would return to its roots of supporting local law enforcement. According to Smith, North Carolina Oath Keepers had begun distancing itself from national leadership as early as November 2020 due to dissatisfaction with OKs response to the results of the 2020 presidential election. As of March 2021, Smith had not announced a new name for his organization. The founding date of the NC Oath Keepers is unknown; 2018 is an estimate.","In early February 2021, the North Carolina chapter of Oath Keepers (OK) split from the national OK organization. Doug Smith, the leader of the chapter, announced that the North Carolina Oath Keepers had voted unanimously to break away; he cited OKs involvement in the storming of the U.S. Capitol on January 6 as the catalyst for the decision. Though North Carolina Oath Keepers had attended President Trumps rally on January 6, Smith said that the chapter did not participate in the Capitol riot. Calling the insurrection an ugly stain on our nations history, Smith said that his group would return to its roots of supporting local law enforcement. According to Smith, North Carolina Oath Keepers had begun distancing itself from national leadership as early as November 2020 due to dissatisfaction with OKs response to the results of the 2020 presidential election. As of March 2021, Smith had not announced a new name for his organization. The founding date of the NC Oath Keepers is unknown; 2018 is an estimate.",1,Global Right-Wing Extremism,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
